16,4,1,0,0.538617,"(4, 1)"
16,4,1,1,0.589778,"(4, 1)"
256,4,1,0,0.509302,"(4, 1)"
256,4,1,1,1.169016,"(4, 1)"
2048,4,1,0,1.316569,"(4, 1)"
2048,4,1,1,2.602755,"(4, 1)"
16,32,8,0,2.509840,"(32, 8)"
16,32,8,1,2.621148,"(32, 8)"
256,32,8,0,2.405909,"(32, 8)"
256,32,8,1,2.707248,"(32, 8)"
2048,32,8,0,2.897873,"(32, 8)"
2048,32,8,1,4.709458,"(32, 8)"
16,16,1,0,0.122945,"(16, 1)"
16,16,1,1,0.188294,"(16, 1)"
256,16,1,0,0.330816,"(16, 1)"
256,16,1,1,0.465957,"(16, 1)"
2048,16,1,0,1.741016,"(16, 1)"
2048,16,1,1,13.250253,"(16, 1)"
16,128,8,0,1.170872,"(128, 8)"
16,128,8,1,1.172096,"(128, 8)"
256,128,8,0,2.697123,"(128, 8)"
256,128,8,1,3.570992,"(128, 8)"
2048,128,8,0,7.580875,"(128, 8)"
2048,128,8,1,10.826652,"(128, 8)"
16,4,1,0,0.058092,"(4, 1)"
16,4,1,1,0.041107,"(4, 1)"
256,4,1,0,0.370294,"(4, 1)"
256,4,1,1,0.591921,"(4, 1)"
2048,4,1,0,2.662825,"(4, 1)"
2048,4,1,1,2.009534,"(4, 1)"
16,32,8,0,0.700613,"(32, 8)"
16,32,8,1,0.659393,"(32, 8)"
256,32,8,0,2.334725,"(32, 8)"
256,32,8,1,1.527917,"(32, 8)"
2048,32,8,0,2.798933,"(32, 8)"
2048,32,8,1,17.707061,"(32, 8)"
16,16,1,0,0.638521,"(16, 1)"
16,16,1,1,0.713425,"(16, 1)"
256,16,1,0,0.738872,"(16, 1)"
256,16,1,1,0.978786,"(16, 1)"
2048,16,1,0,2.924237,"(16, 1)"
2048,16,1,1,2.707813,"(16, 1)"
16,128,8,0,0.769129,"(128, 8)"
16,128,8,1,0.818167,"(128, 8)"
256,128,8,0,1.605395,"(128, 8)"
256,128,8,1,1.545415,"(128, 8)"
2048,128,8,0,6.934188,"(128, 8)"
2048,128,8,1,10.218417,"(128, 8)"
16,4,1,0,0.403361,"(4, 1)"
16,4,1,1,0.386595,"(4, 1)"
256,4,1,0,2.030314,"(4, 1)"
256,4,1,1,2.018840,"(4, 1)"
2048,4,1,0,4.126293,"(4, 1)"
2048,4,1,1,1.893598,"(4, 1)"
16,32,8,0,0.977760,"(32, 8)"
16,32,8,1,0.807975,"(32, 8)"
256,32,8,0,1.684795,"(32, 8)"
256,32,8,1,1.409773,"(32, 8)"
