16,4,1,0,0.606603,"(4, 1)"
16,4,1,1,0.372992,"(4, 1)"
256,4,1,0,1.180218,"(4, 1)"
256,4,1,1,0.517456,"(4, 1)"
2048,4,1,0,2.127628,"(4, 1)"
2048,4,1,1,3.643904,"(4, 1)"
16,32,8,0,2.466160,"(32, 8)"
16,32,8,1,2.225949,"(32, 8)"
256,32,8,0,31.417837,"(32, 8)"
256,32,8,1,26.655634,"(32, 8)"
2048,32,8,0,18.560948,"(32, 8)"
2048,32,8,1,41.316629,"(32, 8)"
16,16,1,0,0.327350,"(16, 1)"
16,16,1,1,0.175201,"(16, 1)"
256,16,1,0,0.570344,"(16, 1)"
256,16,1,1,0.765823,"(16, 1)"
2048,16,1,0,26.700718,"(16, 1)"
2048,16,1,1,26.906678,"(16, 1)"
16,128,8,0,1.413504,"(128, 8)"
16,128,8,1,1.325588,"(128, 8)"
256,128,8,0,25.111785,"(128, 8)"
256,128,8,1,42.176041,"(128, 8)"
2048,128,8,0,75.982906,"(128, 8)"
2048,128,8,1,67.512803,"(128, 8)"
16,4,1,0,0.041255,"(4, 1)"
16,4,1,1,0.058268,"(4, 1)"
256,4,1,0,0.298793,"(4, 1)"
256,4,1,1,0.128888,"(4, 1)"
2048,4,1,0,1.940252,"(4, 1)"
2048,4,1,1,0.738814,"(4, 1)"
16,32,8,0,1.043971,"(32, 8)"
16,32,8,1,1.666967,"(32, 8)"
256,32,8,0,3.054710,"(32, 8)"
256,32,8,1,6.953548,"(32, 8)"
2048,32,8,0,20.653035,"(32, 8)"
2048,32,8,1,18.756195,"(32, 8)"
16,16,1,0,0.763989,"(16, 1)"
16,16,1,1,0.871249,"(16, 1)"
256,16,1,0,1.747790,"(16, 1)"
256,16,1,1,1.685810,"(16, 1)"
2048,16,1,0,4.278955,"(16, 1)"
2048,16,1,1,4.169930,"(16, 1)"
16,128,8,0,1.278706,"(128, 8)"
16,128,8,1,22.169117,"(128, 8)"
256,128,8,0,13.421250,"(128, 8)"
256,128,8,1,18.732800,"(128, 8)"
2048,128,8,0,135.878616,"(128, 8)"
2048,128,8,1,206.958909,"(128, 8)"
16,4,1,0,0.299566,"(4, 1)"
16,4,1,1,0.290219,"(4, 1)"
256,4,1,0,1.539888,"(4, 1)"
256,4,1,1,0.452920,"(4, 1)"
2048,4,1,0,2.700771,"(4, 1)"
2048,4,1,1,1.812686,"(4, 1)"
16,32,8,0,1.089378,"(32, 8)"
16,32,8,1,2.042847,"(32, 8)"
256,32,8,0,3.976381,"(32, 8)"
256,32,8,1,11.291219,"(32, 8)"
2048,32,8,0,43.758519,"(32, 8)"
2048,32,8,1,38.699035,"(32, 8)"
16,16,1,0,0.268489,"(16, 1)"
16,16,1,1,0.216996,"(16, 1)"
256,16,1,0,1.386360,"(16, 1)"
256,16,1,1,3.264216,"(16, 1)"
2048,16,1,0,27.734655,"(16, 1)"
2048,16,1,1,32.649273,"(16, 1)"
16,128,8,0,1.341666,"(128, 8)"
16,128,8,1,1.534697,"(128, 8)"
256,128,8,0,48.027209,"(128, 8)"
256,128,8,1,41.242373,"(128, 8)"
2048,128,8,0,61.666228,"(128, 8)"
2048,128,8,1,79.313334,"(128, 8)"
16,4,1,0,0.102572,"(4, 1)"
16,4,1,1,0.112185,"(4, 1)"
256,4,1,0,0.576005,"(4, 1)"
256,4,1,1,0.366196,"(4, 1)"
2048,4,1,0,3.543706,"(4, 1)"
2048,4,1,1,4.496808,"(4, 1)"
16,32,8,0,1.331446,"(32, 8)"
16,32,8,1,1.356956,"(32, 8)"
256,32,8,0,4.975230,"(32, 8)"
256,32,8,1,11.290754,"(32, 8)"
2048,32,8,0,39.450939,"(32, 8)"
2048,32,8,1,57.921983,"(32, 8)"
16,16,1,0,1.830768,"(16, 1)"
16,16,1,1,0.627742,"(16, 1)"
256,16,1,0,1.619348,"(16, 1)"
256,16,1,1,0.996043,"(16, 1)"
2048,16,1,0,4.650468,"(16, 1)"
2048,16,1,1,4.482138,"(16, 1)"
16,128,8,0,6.348696,"(128, 8)"
16,128,8,1,4.778780,"(128, 8)"
256,128,8,0,31.947566,"(128, 8)"
256,128,8,1,20.201665,"(128, 8)"
2048,128,8,0,55.588933,"(128, 8)"
2048,128,8,1,86.027956,"(128, 8)"
16,4,1,0,0.045230,"(4, 1)"
16,4,1,1,0.037657,"(4, 1)"
256,4,1,0,0.115610,"(4, 1)"
256,4,1,1,0.125850,"(4, 1)"
2048,4,1,0,4.268855,"(4, 1)"
2048,4,1,1,2.869992,"(4, 1)"
16,32,8,0,1.582138,"(32, 8)"
16,32,8,1,0.980648,"(32, 8)"
256,32,8,0,2.657813,"(32, 8)"
256,32,8,1,3.136955,"(32, 8)"
2048,32,8,0,27.518066,"(32, 8)"
2048,32,8,1,28.496689,"(32, 8)"
16,16,1,0,0.776234,"(16, 1)"
16,16,1,1,0.681108,"(16, 1)"
256,16,1,0,1.620669,"(16, 1)"
256,16,1,1,1.270911,"(16, 1)"
2048,16,1,0,5.484805,"(16, 1)"
2048,16,1,1,11.412003,"(16, 1)"
16,128,8,0,2.521332,"(128, 8)"
16,128,8,1,1.720802,"(128, 8)"
256,128,8,0,30.888158,"(128, 8)"
256,128,8,1,32.937887,"(128, 8)"
2048,128,8,0,63.522966,"(128, 8)"
2048,128,8,1,100.181673,"(128, 8)"
16,4,1,0,0.244907,"(4, 1)"
16,4,1,1,0.251887,"(4, 1)"
256,4,1,0,2.512557,"(4, 1)"
256,4,1,1,2.135470,"(4, 1)"
2048,4,1,0,7.912151,"(4, 1)"
2048,4,1,1,5.670015,"(4, 1)"
16,32,8,0,1.001685,"(32, 8)"
16,32,8,1,0.818702,"(32, 8)"
256,32,8,0,1.863451,"(32, 8)"
256,32,8,1,3.847786,"(32, 8)"
2048,32,8,0,18.444698,"(32, 8)"
2048,32,8,1,9.913465,"(32, 8)"
16,16,1,0,0.405125,"(16, 1)"
16,16,1,1,0.417045,"(16, 1)"
256,16,1,0,1.770545,"(16, 1)"
256,16,1,1,1.485915,"(16, 1)"
2048,16,1,0,2.461944,"(16, 1)"
2048,16,1,1,18.181290,"(16, 1)"
16,128,8,0,0.919284,"(128, 8)"
16,128,8,1,1.053170,"(128, 8)"
256,128,8,0,4.123080,"(128, 8)"
256,128,8,1,4.834272,"(128, 8)"
2048,128,8,0,47.934117,"(128, 8)"
